ANA_HAT_NO;ALT_HAT_NO;TARIH;SAAT;BINIS_SAYISI
1;0;2020-03-01;7;3
1;0;2020-03-01;8;1
1;0;2020-03-01;9;2
1;0;2020-03-01;10;2
1;0;2020-03-01;11;3
1;0;2020-03-01;12;3
1;0;2020-03-01;13;5
1;0;2020-03-01;14;6
1;0;2020-03-01;15;3
1;0;2020-03-01;16;4
1;0;2020-03-01;17;1
1;0;2020-03-01;18;2
1;0;2020-03-01;19;8
1;0;2020-03-01;20;15
1;0;2020-03-01;21;2
1;0;2020-03-01;22;1
1;0;2020-03-02;0;2
1;0;2020-03-02;6;1
1;0;2020-03-02;8;2
1;0;2020-03-02;9;3
1;0;2020-03-02;10;1
1;0;2020-03-02;11;3
1;0;2020-03-02;12;1
1;0;2020-03-02;13;7
1;0;2020-03-02;14;6
1;0;2020-03-02;15;9
1;0;2020-03-02;16;11
1;0;2020-03-02;17;2
1;0;2020-03-02;18;7
1;0;2020-03-02;19;11
1;0;2020-03-02;20;9
1;0;2020-03-02;21;3
1;0;2020-03-02;22;3
1;0;2020-03-02;23;1
1;0;2020-03-03;7;3
1;0;2020-03-03;8;6
1;0;2020-03-03;9;4
1;0;2020-03-03;10;5
1;0;2020-03-03;11;1
1;0;2020-03-03;12;4
1;0;2020-03-03;13;4
1;0;2020-03-03;14;3
1;0;2020-03-03;15;5
1;0;2020-03-03;16;4
1;0;2020-03-03;17;8
1;0;2020-03-03;18;10
1;0;2020-03-03;19;11
1;0;2020-03-03;20;2
1;0;2020-03-03;21;6
1;0;2020-03-03;22;4
1;0;2020-03-03;23;6
1;0;2020-03-04;7;2
1;0;2020-03-04;8;8
1;0;2020-03-04;9;3
1;0;2020-03-04;11;4
1;0;2020-03-04;12;1
1;0;2020-03-04;13;10
1;0;2020-03-04;14;3
1;0;2020-03-04;15;4
1;0;2020-03-04;16;4
1;0;2020-03-04;17;2
1;0;2020-03-04;18;5
1;0;2020-03-04;19;2
1;0;2020-03-04;20;3
1;0;2020-03-04;21;2
1;0;2020-03-04;22;3
1;0;2020-03-04;23;2
1;0;2020-03-05;0;1
1;0;2020-03-05;8;5
1;0;2020-03-05;9;4
1;0;2020-03-05;10;3
1;0;2020-03-05;12;5
1;0;2020-03-05;13;3
1;0;2020-03-05;14;6
1;0;2020-03-05;15;4
1;0;2020-03-05;16;5
1;0;2020-03-05;17;7
1;0;2020-03-05;18;8
1;0;2020-03-05;19;3
1;0;2020-03-05;20;9
1;0;2020-03-05;21;4
1;0;2020-03-05;22;4
1;0;2020-03-05;23;2
1;0;2020-03-06;0;1
1;0;2020-03-06;6;3
1;0;2020-03-06;7;1
1;0;2020-03-06;8;5
1;0;2020-03-06;9;3
1;0;2020-03-06;11;7
1;0;2020-03-06;12;4
1;0;2020-03-06;13;2
1;0;2020-03-06;14;3
1;0;2020-03-06;15;7
1;0;2020-03-06;16;6
1;0;2020-03-06;17;11
1;0;2020-03-06;18;8
1;0;2020-03-06;19;4
1;0;2020-03-06;20;3
1;0;2020-03-06;21;2
1;0;2020-03-06;22;6
1;0;2020-03-06;23;6
1;0;2020-03-07;0;2
1;0;2020-03-07;6;1
1;0;2020-03-07;8;3
1;0;2020-03-07;9;1
1;0;2020-03-07;11;1
1;0;2020-03-07;12;1
1;0;2020-03-07;13;1
1;0;2020-03-07;14;7
1;0;2020-03-07;15;2
1;0;2020-03-07;16;4
1;0;2020-03-07;17;10
1;0;2020-03-07;18;7
1;0;2020-03-07;19;4
1;0;2020-03-07;21;2
1;0;2020-03-07;22;3
1;0;2020-03-07;23;10
1;0;2020-03-08;0;4
1;0;2020-03-08;8;5
1;0;2020-03-08;9;5
1;0;2020-03-08;10;1
1;0;2020-03-08;11;1
1;0;2020-03-08;12;5
1;0;2020-03-08;13;7
1;0;2020-03-08;14;4
1;0;2020-03-08;15;8
1;0;2020-03-08;16;6
1;0;2020-03-08;17;6
1;0;2020-03-08;18;8
1;0;2020-03-08;19;14
1;0;2020-03-08;20;3
1;0;2020-03-08;21;9
1;0;2020-03-08;22;4
1;0;2020-03-08;23;4
1;0;2020-03-09;7;2
1;0;2020-03-09;8;5
1;0;2020-03-09;9;1
1;0;2020-03-09;11;1
1;0;2020-03-09;12;5
1;0;2020-03-09;13;1
1;0;2020-03-09;14;6
1;0;2020-03-09;15;10
1;0;2020-03-09;16;6
1;0;2020-03-09;17;7
1;0;2020-03-09;18;5
1;0;2020-03-09;19;4
1;0;2020-03-09;20;5
1;0;2020-03-09;21;5
1;0;2020-03-09;22;3
1;0;2020-03-09;23;1
1;0;2020-03-10;6;1
1;0;2020-03-10;8;7
1;0;2020-03-10;9;2
1;0;2020-03-10;10;2
1;0;2020-03-10;11;2
1;0;2020-03-10;12;2
1;0;2020-03-10;13;2
1;0;2020-03-10;14;1
1;0;2020-03-10;15;7
1;0;2020-03-10;16;7
1;0;2020-03-10;17;11
1;0;2020-03-10;18;1
1;0;2020-03-10;19;1
1;0;2020-03-10;20;4
1;0;2020-03-10;21;10
1;0;2020-03-10;22;7
1;0;2020-03-10;23;2
1;0;2020-03-11;6;2
1;0;2020-03-11;7;1
1;0;2020-03-11;8;3
1;0;2020-03-11;9;3
1;0;2020-03-11;10;1
1;0;2020-03-11;11;5
1;0;2020-03-11;12;2
1;0;2020-03-11;13;2
1;0;2020-03-11;14;4
1;0;2020-03-11;15;11
1;0;2020-03-11;16;2
1;0;2020-03-11;17;11
1;0;2020-03-11;18;5
1;0;2020-03-11;19;1
1;0;2020-03-11;20;2
