ANA_HAT_NO;ALT_HAT_NO;TARIH;SAAT;BINIS_SAYISI
1;0;2021-02-19;11;1
1;0;2021-02-19;12;1
1;0;2021-02-19;13;1
1;0;2021-02-19;16;1
1;0;2021-02-19;17;1
1;0;2021-02-19;19;1
1;0;2021-02-20;14;1
1;0;2021-02-21;9;1
1;0;2021-02-21;13;1
1;0;2021-02-22;8;1
1;0;2021-02-22;9;1
1;0;2021-02-22;15;2
1;0;2021-02-22;16;1
1;0;2021-02-22;19;1
1;0;2021-02-22;20;1
1;0;2021-02-22;21;1
1;0;2021-02-23;13;1
1;0;2021-02-23;14;1
1;0;2021-02-23;16;1
1;0;2021-02-23;22;1
1;0;2021-02-24;14;1
1;0;2021-02-24;15;1
1;0;2021-02-24;17;3
1;0;2021-02-24;19;2
1;0;2021-02-24;20;2
1;0;2021-02-25;10;1
1;0;2021-02-25;13;1
1;0;2021-02-25;15;2
1;0;2021-02-25;17;2
1;0;2021-02-25;18;1
1;0;2021-02-25;20;1
1;0;2021-02-26;9;1
1;0;2021-02-26;10;1
1;0;2021-02-26;13;2
1;0;2021-02-26;14;2
1;0;2021-02-26;16;4
1;0;2021-02-26;17;1
1;0;2021-02-26;18;1
1;0;2021-02-26;19;3
1;0;2021-02-26;20;4
1;0;2021-02-26;21;1
1;0;2021-02-26;22;1
1;0;2021-02-27;7;2
1;0;2021-02-27;8;1
1;0;2021-02-27;17;1
1;0;2021-02-28;9;1
1;0;2021-03-01;14;1
1;0;2021-03-01;17;1
1;0;2021-03-01;18;1
1;0;2021-03-01;19;1
1;0;2021-03-01;20;1
1;0;2021-03-01;23;2
1;0;2021-03-02;9;1
1;0;2021-03-02;10;1
1;0;2021-03-02;13;3
1;0;2021-03-02;14;3
1;0;2021-03-02;16;4
1;0;2021-03-02;17;1
1;0;2021-03-02;18;1
1;0;2021-03-02;20;1
1;0;2021-03-02;22;1
1;0;2021-03-03;8;2
1;0;2021-03-03;10;1
1;0;2021-03-03;14;1
1;0;2021-03-03;19;1
1;0;2021-03-04;11;1
1;0;2021-03-04;12;2
1;0;2021-03-04;13;2
1;0;2021-03-04;14;2
1;0;2021-03-04;19;1
1;0;2021-03-05;8;1
1;0;2021-03-05;13;1
1;0;2021-03-05;14;1
1;0;2021-03-05;15;2
1;0;2021-03-05;16;1
1;0;2021-03-05;17;1
1;0;2021-03-05;18;1
1;0;2021-03-05;19;2
1;0;2021-03-05;20;1
1;0;2021-03-05;22;1
1;0;2021-03-06;11;1
1;0;2021-03-06;20;1
1;0;2021-03-07;12;1
1;0;2021-03-07;17;1
1;0;2021-03-08;11;1
1;0;2021-03-08;12;3
1;0;2021-03-08;13;1
1;0;2021-03-08;14;1
1;0;2021-03-08;17;1
1;0;2021-03-08;19;1
1;0;2021-03-09;9;1
1;0;2021-03-09;14;1
1;0;2021-03-09;19;1
1;0;2021-03-09;21;1
1;0;2021-03-10;9;1
1;0;2021-03-10;14;2
1;0;2021-03-10;15;1
1;0;2021-03-10;16;1
1;0;2021-03-10;17;1
1;0;2021-03-10;18;2
1;0;2021-03-11;13;1
1;0;2021-03-11;16;3
1;0;2021-03-11;18;1
1;0;2021-03-11;19;1
1;0;2021-03-12;11;2
1;0;2021-03-12;12;2
1;0;2021-03-12;13;3
1;0;2021-03-12;15;3
1;0;2021-03-12;16;1
1;0;2021-03-12;18;2
1;0;2021-03-12;19;1
1;0;2021-03-13;7;1
1;0;2021-03-13;11;1
1;0;2021-03-13;12;1
1;0;2021-03-13;15;1
1;0;2021-03-15;11;1
1;0;2021-03-15;12;2
1;0;2021-03-15;13;2
1;0;2021-03-15;16;1
1;0;2021-03-15;17;2
1;0;2021-03-16;12;1
1;0;2021-03-16;13;1
1;0;2021-03-16;15;1
1;0;2021-03-16;17;1
1;0;2021-03-16;18;1
1;0;2021-03-17;12;2
1;0;2021-03-18;11;1
1;0;2021-03-18;14;1
1;0;2021-03-19;11;1
1;0;2021-03-19;15;1
1;0;2021-03-19;17;1
1;0;2021-03-19;19;2
1;0;2021-03-19;21;3
1;0;2021-03-20;15;1
1;0;2021-03-20;18;1
1;0;2021-03-21;9;1
1;0;2021-03-21;18;1
1;0;2021-03-22;7;1
1;0;2021-03-22;10;1
1;0;2021-03-22;14;1
1;0;2021-03-22;15;2
1;0;2021-03-22;16;1
1;0;2021-03-22;21;1
1;0;2021-03-23;18;1
1;0;2021-03-23;22;1
1;0;2021-03-24;10;1
1;0;2021-03-24;15;1
1;0;2021-03-24;17;1
1;0;2021-03-24;22;1
1;0;2021-03-25;10;1
1;0;2021-03-25;13;1
1;0;2021-03-25;15;1
1;0;2021-03-25;18;1
1;0;2021-03-26;9;1
1;0;2021-03-26;11;1
1;0;2021-03-26;14;1
1;0;2021-03-27;7;1
1;0;2021-03-27;21;1
1;0;2021-03-27;22;2
1;0;2021-03-29;14;2
1;0;2021-03-29;15;1
1;0;2021-03-29;17;1
1;0;2021-03-29;18;1
1;0;2021-03-29;20;1
1;0;2021-03-29;22;1
1;0;2021-03-30;14;1
1;0;2021-03-30;17;1
1;0;2021-03-30;19;3
1;0;2021-03-30;22;1
1;0;2021-03-31;11;1
1;0;2021-03-31;12;2
1;0;2021-03-31;13;1
1;0;2021-03-31;16;1
1;0;2021-03-31;20;2
1;0;2021-04-01;9;1
1;0;2021-04-02;6;1
1;0;2021-04-02;8;1
1;0;2021-04-02;14;1
1;0;2021-04-02;17;3
1;0;2021-04-02;19;1
1;0;2021-04-03;8;1
1;0;2021-04-03;14;1
1;0;2021-04-05;8;2
1;0;2021-04-05;10;3
1;0;2021-04-05;13;1
1;0;2021-04-05;16;2
1;0;2021-04-05;18;3
1;0;2021-04-05;20;1
1;0;2021-04-05;21;1
1;0;2021-04-05;22;1
1;0;2021-04-06;12;1
1;0;2021-04-06;13;1
1;0;2021-04-06;14;3
1;0;2021-04-06;19;3
1;0;2021-04-06;20;1
1;0;2021-04-06;22;1
1;0;2021-04-07;9;1
1;0;2021-04-07;14;3
1;0;2021-04-07;18;1
1;0;2021-04-07;20;2
1;0;2021-04-08;7;1
1;0;2021-04-08;10;2
1;0;2021-04-08;14;1
1;0;2021-04-08;15;1
1;0;2021-04-08;16;1
1;0;2021-04-08;18;1
1;0;2021-04-09;7;1
1;0;2021-04-09;9;1
1;0;2021-04-09;14;1
1;0;2021-04-09;17;2
1;0;2021-04-09;18;1
1;0;2021-04-09;19;1
1;0;2021-04-10;17;1
1;0;2021-04-12;9;1
1;0;2021-04-12;14;2
1;0;2021-04-12;15;1
1;0;2021-04-12;16;2
1;0;2021-04-12;18;1
1;0;2021-04-12;19;1
1;0;2021-04-12;20;3
1;0;2021-04-12;21;1
1;0;2021-04-13;11;1
1;0;2021-04-13;17;1
1;0;2021-04-13;21;1
1;0;2021-04-13;22;1
1;0;2021-04-14;9;1
1;0;2021-04-14;22;1
1;0;2021-04-15;11;1
1;0;2021-04-15;13;1
1;0;2021-04-15;14;1
1;0;2021-04-15;15;2
1;0;2021-04-15;16;1
1;0;2021-04-15;18;1
1;0;2021-04-16;9;1
1;0;2021-04-16;17;1
1;0;2021-04-17;7;3
1;0;2021-04-17;9;1
1;0;2021-04-17;11;1
1;0;2021-04-19;12;1
1;0;2021-04-20;6;1
1;0;2021-04-20;9;1
1;0;2021-04-20;12;1
1;0;2021-04-20;16;1
1;0;2021-04-21;11;1
1;0;2021-04-21;12;1
1;0;2021-04-21;15;2
1;0;2021-04-21;17;2
1;0;2021-04-22;18;1
1;0;2021-04-23;18;2
1;0;2021-04-24;11;1
1;0;2021-04-24;17;1
1;0;2021-04-24;18;1
1;0;2021-04-25;23;1
1;0;2021-04-26;8;1
1;0;2021-04-26;10;1
1;0;2021-04-27;10;1
1;0;2021-04-27;13;1
1;0;2021-04-27;16;1
1;0;2021-04-28;10;1
1;0;2021-04-28;11;1
1;0;2021-04-28;15;2
1;0;2021-04-28;18;1
1;0;2021-04-28;23;1
1;0;2021-04-29;10;2
1;0;2021-04-29;12;2
1;0;2021-04-29;13;1
1;0;2021-04-29;14;2
1;0;2021-04-30;18;1
1;0;2021-05-01;6;1
1;0;2021-05-03;17;1
1;0;2021-05-04;9;1
1;0;2021-05-05;9;2
1;0;2021-05-05;18;1
1;0;2021-05-06;12;1
1;0;2021-05-08;9;1
1;0;2021-05-08;12;1
1;0;2021-05-08;14;1
1;0;2021-05-10;9;1
1;0;2021-05-10;12;1
1;0;2021-05-10;13;1
1;0;2021-05-10;16;1
1;0;2021-05-11;18;1
1;0;2021-05-12;12;1
1;0;2021-05-13;9;1
1;0;2021-05-15;12;1
1;0;2021-05-15;19;1
1;0;2021-05-16;12;1
1;0;2021-05-17;8;1
1;0;2021-05-17;11;2
1;0;2021-05-17;20;1
1;0;2021-05-17;21;2
1;0;2021-05-18;12;1
1;0;2021-05-19;15;3
1;0;2021-05-19;16;1
1;0;2021-05-19;18;1
1;0;2021-05-19;19;1
1;0;2021-05-19;21;1
1;0;2021-05-20;13;3
1;0;2021-05-20;15;1
1;0;2021-05-20;16;2
1;0;2021-05-20;17;1
1;0;2021-05-20;19;2
1;0;2021-05-20;20;1
1;0;2021-05-20;21;2
1;0;2021-05-21;11;2
1;0;2021-05-21;15;1
1;0;2021-05-21;21;2
1;0;2021-05-22;8;1
1;0;2021-05-22;9;1
1;0;2021-05-22;12;1
1;0;2021-05-22;18;1
1;0;2021-05-22;21;1
1;0;2021-05-24;15;1
1;0;2021-05-24;19;1
1;0;2021-05-24;21;1
1;0;2021-05-25;12;1
1;0;2021-05-25;13;1
1;0;2021-05-25;16;3
1;0;2021-05-25;19;1
1;0;2021-05-26;8;1
1;0;2021-05-26;10;1
1;0;2021-05-26;12;1
1;0;2021-05-26;14;2
1;0;2021-05-26;16;1
1;0;2021-05-26;18;3
1;0;2021-05-26;19;1
1;0;2021-05-27;10;2
1;0;2021-05-27;15;1
1;0;2021-05-27;19;1
1;0;2021-05-28;11;1
1;0;2021-05-28;12;1
1;0;2021-05-28;13;1
1;0;2021-05-28;14;1
1;0;2021-05-28;15;1
1;0;2021-05-28;16;1
1;0;2021-05-28;18;1
1;0;2021-05-28;19;4
1;0;2021-05-28;22;2
1;0;2021-05-29;18;2
1;0;2021-05-29;20;1
1;0;2021-05-29;23;1
1;0;2021-05-31;10;1
1;0;2021-05-31;14;1
1;0;2021-05-31;15;1
1;0;2021-05-31;19;1
1;0;2021-05-31;21;1
1;0;2021-06-01;7;1
1;0;2021-06-01;8;1
1;0;2021-06-01;13;1
1;0;2021-06-01;17;1
1;0;2021-06-01;20;2
1;0;2021-06-01;22;2
1;0;2021-06-02;13;2
1;0;2021-06-02;21;1
1;0;2021-06-02;22;2
1;0;2021-06-03;11;1
1;0;2021-06-03;12;1
1;0;2021-06-03;14;1
1;0;2021-06-03;15;3
1;0;2021-06-03;19;2
1;0;2021-06-03;20;2
1;0;2021-06-04;10;2
1;0;2021-06-04;21;2
1;0;2021-06-05;9;1
1;0;2021-06-05;12;2
1;0;2021-06-05;16;1
1;0;2021-06-05;21;1
1;0;2021-06-06;13;1
1;0;2021-06-06;15;1
1;0;2021-06-07;12;1
1;0;2021-06-07;14;1
1;0;2021-06-07;19;2
1;0;2021-06-08;7;2
1;0;2021-06-08;8;2
1;0;2021-06-08;10;1
1;0;2021-06-08;12;1
1;0;2021-06-08;14;2
1;0;2021-06-08;17;1
1;0;2021-06-09;10;2
1;0;2021-06-09;13;1
1;0;2021-06-09;17;1
1;0;2021-06-09;18;1
1;0;2021-06-09;21;1
1;0;2021-06-10;8;1
1;0;2021-06-10;10;1
1;0;2021-06-10;11;1
1;0;2021-06-10;14;1
1;0;2021-06-10;15;1
1;0;2021-06-10;16;1
1;0;2021-06-10;18;1
1;0;2021-06-10;19;1
1;0;2021-06-10;20;3
1;0;2021-06-11;10;1
1;0;2021-06-11;11;1
1;0;2021-06-11;14;2
1;0;2021-06-11;20;2
1;0;2021-06-11;21;2
1;0;2021-06-12;7;1
1;0;2021-06-12;10;1
1;0;2021-06-12;17;1
1;0;2021-06-12;20;1
1;0;2021-06-12;21;1
1;0;2021-06-14;8;1
1;0;2021-06-14;9;3
1;0;2021-06-14;10;1
1;0;2021-06-14;12;1
1;0;2021-06-14;15;1
1;0;2021-06-15;9;1
1;0;2021-06-15;10;1
1;0;2021-06-15;13;1
1;1;2021-01-01;18;1
1;1;2021-01-02;8;1
1;1;2021-01-04;13;1
1;1;2021-01-04;15;3
1;1;2021-01-04;16;2
1;1;2021-01-04;17;1
1;1;2021-01-04;18;1
1;1;2021-01-05;9;1
1;1;2021-01-05;13;1
1;1;2021-01-05;16;1
1;1;2021-01-05;17;1
1;1;2021-01-05;20;1
1;1;2021-01-06;12;1
1;1;2021-01-06;13;1
1;1;2021-01-06;18;1
1;1;2021-01-07;7;1
1;1;2021-01-07;9;1
1;1;2021-01-07;10;1
1;1;2021-01-07;11;1
1;1;2021-01-07;12;1
1;1;2021-01-07;13;2
1;1;2021-01-07;14;1
1;1;2021-01-07;16;3
1;1;2021-01-07;18;1
1;1;2021-01-07;19;1
1;1;2021-01-07;20;2
1;1;2021-01-08;8;1
1;1;2021-01-08;9;1
1;1;2021-01-08;10;2
1;1;2021-01-08;12;2
1;1;2021-01-08;18;2
1;1;2021-01-08;20;1
1;1;2021-01-10;7;1
1;1;2021-01-11;11;4
1;1;2021-01-11;14;2
1;1;2021-01-11;15;1
1;1;2021-01-11;20;2
1;1;2021-01-11;21;1
1;1;2021-01-12;11;1
1;1;2021-01-12;14;1
1;1;2021-01-12;17;2
1;1;2021-01-12;19;1
1;1;2021-01-12;20;3
1;1;2021-01-13;10;1
1;1;2021-01-13;11;2
1;1;2021-01-13;19;1
1;1;2021-01-13;20;1
1;1;2021-01-15;10;1
1;1;2021-01-15;11;1
1;1;2021-01-15;12;2
1;1;2021-01-15;13;3
1;1;2021-01-15;14;1
1;1;2021-01-15;18;1
1;1;2021-01-15;19;1
1;1;2021-01-16;9;1
1;1;2021-01-18;9;1
1;1;2021-01-18;10;1
1;1;2021-01-18;13;1
1;1;2021-01-18;14;2
1;1;2021-01-18;18;2
1;1;2021-01-19;7;1
1;1;2021-01-19;8;1
1;1;2021-01-19;10;2
1;1;2021-01-19;14;1
1;1;2021-01-19;16;1
1;1;2021-01-19;18;1
1;1;2021-01-20;10;1
1;1;2021-01-20;17;1
1;1;2021-01-20;19;1
1;1;2021-01-20;20;1
1;1;2021-01-21;11;1
1;1;2021-01-21;15;1
1;1;2021-01-21;16;1
1;1;2021-01-21;21;1
1;1;2021-01-22;12;1
1;1;2021-01-22;16;1
1;1;2021-01-22;18;1
1;1;2021-01-22;20;2
1;1;2021-01-23;18;2
1;1;2021-01-25;12;1
1;1;2021-01-25;15;1
1;1;2021-01-25;17;1
1;1;2021-01-25;18;1
1;1;2021-01-25;19;1
1;1;2021-01-25;20;1
1;1;2021-01-26;13;1
1;1;2021-01-26;16;2
1;1;2021-01-26;18;1
1;1;2021-01-26;20;1
1;1;2021-01-27;12;1
1;1;2021-01-27;13;1
1;1;2021-01-27;16;1
1;1;2021-01-27;18;1
1;1;2021-01-27;19;1
1;1;2021-01-28;8;1
1;1;2021-01-28;9;1
1;1;2021-01-28;10;1
1;1;2021-01-28;13;1
1;1;2021-01-28;15;1
1;1;2021-01-28;16;1
1;1;2021-01-28;18;2
1;1;2021-01-28;20;1
1;1;2021-01-29;15;1
1;1;2021-01-29;20;1
1;1;2021-01-31;15;1
1;1;2021-02-01;9;1
1;1;2021-02-01;11;1
1;1;2021-02-01;12;1
1;1;2021-02-01;17;1
1;1;2021-02-01;20;1
1;1;2021-02-02;9;1
1;1;2021-02-02;10;1
1;1;2021-02-02;12;1
1;1;2021-02-02;14;1
1;1;2021-02-03;8;1
1;1;2021-02-03;9;3
1;1;2021-02-03;10;1
1;1;2021-02-03;14;1
1;1;2021-02-03;16;1
1;1;2021-02-03;19;1
1;1;2021-02-04;9;1
1;1;2021-02-04;17;1
1;1;2021-02-04;19;1
1;1;2021-02-04;20;1
1;1;2021-02-05;9;2
1;1;2021-02-05;13;1
1;1;2021-02-05;15;2
1;1;2021-02-05;16;2
1;1;2021-02-05;20;2
1;1;2021-02-06;9;1
1;1;2021-02-08;7;1
1;1;2021-02-08;8;1
1;1;2021-02-08;9;1
1;1;2021-02-08;11;1
1;1;2021-02-08;13;1
1;1;2021-02-08;15;1
1;1;2021-02-08;17;1
1;1;2021-02-08;18;2
1;1;2021-02-09;9;1
1;1;2021-02-09;12;1
1;1;2021-02-09;13;1
1;1;2021-02-09;16;2
1;1;2021-02-10;8;1
1;1;2021-02-10;14;1
1;1;2021-02-10;15;1
1;1;2021-02-10;17;1
1;1;2021-02-11;9;1
1;1;2021-02-11;20;1
1;1;2021-02-12;8;1
1;1;2021-02-12;9;1
1;1;2021-02-12;14;2
1;1;2021-02-12;15;1
1;1;2021-02-12;16;1
1;1;2021-02-12;17;1
1;1;2021-02-15;9;3
1;1;2021-02-15;10;2
1;1;2021-02-15;12;1
1;1;2021-02-15;13;1
1;1;2021-02-15;15;1
1;1;2021-02-15;19;1
1;1;2021-02-15;20;1
1;1;2021-02-16;9;3
1;1;2021-02-16;11;1
1;1;2021-02-16;14;2
1;1;2021-02-16;16;1
1;1;2021-02-16;20;1
1;1;2021-02-17;7;1
1;1;2021-02-17;8;1
1;1;2021-02-17;9;2
1;1;2021-02-17;12;2
1;1;2021-02-17;13;2
1;1;2021-02-17;15;1
1;1;2021-02-17;16;1
1;1;2021-02-17;17;1
1;1;2021-02-18;0;1
1;1;2021-02-18;9;1
1;1;2021-02-18;10;2
1;1;2021-02-18;11;2
1;1;2021-02-18;12;1
1;1;2021-02-18;16;1
1;1;2021-02-19;0;1
1;1;2021-02-19;9;1
1;1;2021-02-19;12;1
1;1;2021-02-19;13;1
1;1;2021-02-19;18;2
1;1;2021-02-19;19;1
1;1;2021-02-20;18;1
1;1;2021-02-22;7;1
1;1;2021-02-22;13;1
1;1;2021-02-22;15;1
1;1;2021-02-22;16;1
1;1;2021-02-23;10;2
1;1;2021-02-23;12;1
1;1;2021-02-23;15;2
1;1;2021-02-24;9;1
1;1;2021-02-24;11;1
1;1;2021-02-24;12;1
1;1;2021-02-24;14;2
1;1;2021-02-24;18;2
1;1;2021-02-25;9;1
1;1;2021-02-25;10;1
1;1;2021-02-25;12;1
1;1;2021-02-25;16;1
1;1;2021-02-25;17;3
1;1;2021-02-26;9;3
1;1;2021-02-26;11;2
1;1;2021-02-26;12;1
1;1;2021-02-26;15;1
1;1;2021-02-26;18;1
1;1;2021-02-26;20;2
1;1;2021-03-01;12;4
1;1;2021-03-01;20;3
1;1;2021-03-02;11;1
1;1;2021-03-02;14;1
1;1;2021-03-02;17;1
1;1;2021-03-02;18;1
1;1;2021-03-02;20;2
1;1;2021-03-03;7;1
1;1;2021-03-03;12;1
1;1;2021-03-03;13;1
1;1;2021-03-03;14;2
1;1;2021-03-03;20;1
1;1;2021-03-04;12;1
1;1;2021-03-04;13;1
1;1;2021-03-04;15;1
1;1;2021-03-04;16;1
1;1;2021-03-04;18;1
1;1;2021-03-04;20;1
1;1;2021-03-05;8;1
1;1;2021-03-05;10;4
1;1;2021-03-05;11;2
1;1;2021-03-05;12;1
1;1;2021-03-05;13;1
1;1;2021-03-05;15;1
1;1;2021-03-05;17;2
1;1;2021-03-05;19;1
1;1;2021-03-05;20;1
1;1;2021-03-06;18;1
1;1;2021-03-06;19;1
1;1;2021-03-06;20;1
1;1;2021-03-08;8;3
1;1;2021-03-08;12;1
1;1;2021-03-08;13;3
1;1;2021-03-08;14;2
1;1;2021-03-08;15;2
1;1;2021-03-08;16;1
1;1;2021-03-08;17;1
1;1;2021-03-08;18;1
1;1;2021-03-08;19;1
1;1;2021-03-08;20;1
1;1;2021-03-09;8;1
1;1;2021-03-09;10;1
1;1;2021-03-09;12;1
1;1;2021-03-09;13;1
1;1;2021-03-09;14;1
1;1;2021-03-09;15;1
1;1;2021-03-09;16;1
1;1;2021-03-09;18;2
1;1;2021-03-09;20;1
1;1;2021-03-10;13;1
1;1;2021-03-10;14;1
1;1;2021-03-10;17;1
1;1;2021-03-10;20;2
1;1;2021-03-11;11;1
1;1;2021-03-11;12;2
1;1;2021-03-11;14;1
1;1;2021-03-11;19;2
1;1;2021-03-12;8;2
1;1;2021-03-12;10;1
1;1;2021-03-12;12;1
1;1;2021-03-12;13;3
1;1;2021-03-12;15;1
1;1;2021-03-12;18;1
1;1;2021-03-12;19;2
1;1;2021-03-13;11;1
1;1;2021-03-13;13;1
1;1;2021-03-13;15;1
1;1;2021-03-13;18;2
1;1;2021-03-15;9;1
1;1;2021-03-15;11;2
1;1;2021-03-15;13;1
1;1;2021-03-15;14;2
1;1;2021-03-15;19;1
1;1;2021-03-15;20;1
1;1;2021-03-16;11;2
1;1;2021-03-16;12;2
1;1;2021-03-16;13;1
1;1;2021-03-16;17;2
1;1;2021-03-16;18;1
1;1;2021-03-16;19;1
1;1;2021-03-16;20;2
1;1;2021-03-17;16;1
1;1;2021-03-17;20;3
1;1;2021-03-18;13;2
1;1;2021-03-18;14;1
1;1;2021-03-18;15;1
1;1;2021-03-18;17;1
1;1;2021-03-18;19;1
1;1;2021-03-18;20;1
1;1;2021-03-19;14;1
1;1;2021-03-19;17;1
1;1;2021-03-19;18;2
1;1;2021-03-20;13;1
1;1;2021-03-22;11;2
1;1;2021-03-22;12;3
1;1;2021-03-22;17;1
1;1;2021-03-22;19;2
1;1;2021-03-22;20;1
1;1;2021-03-23;11;2
1;1;2021-03-23;14;1
1;1;2021-03-23;16;1
1;1;2021-03-23;18;1
1;1;2021-03-23;19;1
1;1;2021-03-23;20;2
1;1;2021-03-24;11;1
1;1;2021-03-24;12;1
1;1;2021-03-24;13;1
1;1;2021-03-24;15;2
1;1;2021-03-24;16;1
1;1;2021-03-24;18;1
1;1;2021-03-25;11;1
1;1;2021-03-25;13;1
1;1;2021-03-25;15;2
1;1;2021-03-25;16;2
1;1;2021-03-25;20;1
1;1;2021-03-26;11;1
1;1;2021-03-26;13;2
1;1;2021-03-26;18;1
1;1;2021-03-27;13;3
1;1;2021-03-28;14;1
1;1;2021-03-28;18;1
1;1;2021-03-30;14;2
1;1;2021-03-30;17;1
1;1;2021-03-31;0;1
